cnpj_raiz;razao_social_ibama;uf;ultimo_rapp;escopo;detalhe_declarado
47816023;"BIOCOR INDUSTRI E COMERCIO DE TINTAS E REVESTIMENTOS LTDA";SAO PAULO;2023;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
08793343;"BIOENERGETICA VALE DO PARACATU S.A";MINAS GERAIS;2025;dentro;"Fabricação de combustíveis não derivados de petróleo"
04498081;"BIOFLEX COMPONENTES PARA CALÇADOS LTDA";SAO PAULO;2024;dentro;"Prod. de substâncias e fab. de prod químicos - Res. CONAMA 463/2014 / Res. CONAMA 472/2015"
19526914;"BIOGAS ECO INVEST PARTICIPACOES E PROJETOS LTDA";SANTA CATARINA;2022;dentro;"Fabricação de combustíveis não derivados de petróleo"
37126191;"BIOILHA PRODUTOS NATURAIS DA AMAZÔNIA LTDA.";PARA;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
52914006;"BIOLATUS AGROSCIENCE LTDA";SAO PAULO;2025;dentro;"Fabricação de fertilizantes e agroquímicos"
07575510;"BIOMAR PRODUTOS QUÍMICOS LTDA ME";SAO PAULO;2024;dentro;"Fabricação de fertilizantes e agroquímicos"
07801309;"BIOMATIKA IND. COM. PROD. NATURAIS S/A";CEARA;2025;dentro;"Fabricação de perfumarias e cosméticos | Produção de substâncias e fabricação de produtos químicos | Fabricação de concentrados aromáticos naturais, artificiais e sintéticos"
33040635;"BIOMERIEUX BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS LABORATORIAIS LTDA";RIO DE JANEIRO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos | Fabricação de produtos farmacêuticos e veterinários"
06074511;"BIOS - DIAGNOSTICA INDUSTRIA E COMERCIO DE PRODUTOS BIOLOGICOS LTDA";SAO PAULO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
02534069;"BIOTÉCNICA INDÚSTRIA E COMÉRCIO LTDA.";MINAS GERAIS;2025;dentro;"Produção de substâncias e fabricação de produtos químicos | Fabricação de produtos farmacêuticos e veterinários"
53359824;"BLANVER FARMOQUIMICA E FARMACEUTICA S.A.";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos | Fabricação de produtos farmacêuticos e veterinários"
01484431;"BLASCAR INDÚSTRIA E COMÉRCIO LTDA - ME";SAO PAULO;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
31586952;"BLAUERMANN TECNOLOGIA EM HIGIENE LTDA";SANTA CATARINA;2022;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas | Fabricação de sabões, detergentes e velas"
10552918;"BLEED´S CHEMICAL IND. DE PROD.DE HIGIENE E LIMPEZA-ME";MINAS GERAIS;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
05753434;"BLUE DENT DENTAL INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
39750616;"BLUE SKY INDUSTRIA E COMERCIO LTDA";SAO PAULO;2022;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
04958554;"BLUEWAY TRADING IMPORTACAO E EXPORTACAO S.A.";RIO DE JANEIRO;2025;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
82640368;"BLUMENAU QUÍMICA LTDA.";SANTA CATARINA;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
06959959;"BLUQUIMI INDUSTRIA QUIMICA LTDA";SANTA CATARINA;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais | Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes | Produção de substâncias e fabricação de produtos químicos"
23539670;"BLUSOL TRANSPORTES E COMERCIO DE SOLVENTES EIRELI - ME";SANTA CATARINA;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
11092881;"BOM SUCESSO AGROINDUSTRIA S/A";GOIAS;2025;dentro;"Produção de álcool etílico, metanol e similares"
12310950;"BORELLI INDUSTRIA E COMERCIO DE TINTAS LTDA";SAO PAULO;2023;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
03177859;"BORLEN INDUSTRIA QUIMICA LTDA";MINAS GERAIS;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
01606231;"BOSQUIROLI & SANTOS LTDA.";PARANA;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
16872196;"BOTANIC DO BRASIL";DISTRITO FEDERAL;2024;dentro;"Fabricação de perfumarias e cosméticos | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
27044610;"BOUTIQUE DAS CORES - INDUSTRIA E COMERCIO DE TINTAS LTDA";SAO PAULO;2022;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
04515058;"BQI BAHIA QUÍMICA INDUSTRIAL LTDA";BAHIA;2025;dentro;"Fabricação de sabões, detergentes e velas"
22250011;"BRANTINTAS IND DE TEXTURAS E TINTAS LTDA-ME";SAO PAULO;2025;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
08319371;"BRASCHLOR PRODUTOS QUIMICOS LTDA";SAO PAULO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
10535766;"BRASIL CARBONOS SA";SAO PAULO;2025;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
11888128;"BRASILIS INDÚSTRIA E COM.DE PLÁSTICOS LTDA - EPP";SAO PAULO;2022;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
00493562;"BRASQUIL QUIMICA BRASILEIRA LTDA ME";SANTA CATARINA;2022;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas | Fabricação de concentrados aromáticos naturais, artificiais e sintéticos"
06133273;"BRASQUIMICA PRODUTOS QUIMICOS LTDA";MINAS GERAIS;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
11930381;"BRAZO ENGENHARIA LTDA";SAO PAULO;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes | Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
39494492;"BRG INDUSTRIA E COMERCIO DE SILICONE LTDA";SAO PAULO;2025;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
19140147;"BRING SOLUTIONS LTDA";SAO PAULO;2022;dentro;"Fabricação de concentrados aromáticos naturais, artificiais e sintéticos"
10934443;"BRS QUÍMICA LTDA";RIO GRANDE DO SUL;2025;dentro;"Fabricação de sabões, detergentes e velas"
05157970;"BRUNI INDÚSTRIA E COMÉRCIO DE PRODUTOS QUMICOS LTDA";SAO PAULO;2024;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
79305439;"BV QUIMICA LTDA EPP";SANTA CATARINA;2025;dentro;"fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
00700191;"C & R INDUSTRIA E COMERCIO DE COSMETICOS LTDA ME";SAO PAULO;2024;dentro;"Fabricação de concentrados aromáticos naturais, artificiais e sintéticos"
00269667;"C L GOBBI";BAHIA;2023;dentro;"Fabricação de sabões, detergentes e velas | Produção de substâncias e fabricação de produtos químicos | Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas | fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários"
07917278;"C. NERI DOS SANTOS EIRELI - CN QUALITY";BAHIA;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas | fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários"
04162105;"C.A.E. INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA";PARANA;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
06021345;"C.R.E. COMERCIO DE RESINAS LTDA";SANTA CATARINA;2025;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
07996345;"CAÇU COMERCIO E INDUSTRIA DE AÇUCAR E ALCOOL LTDA";GOIAS;2022;dentro;"Fabricação de combustíveis não derivados de petróleo"
28789210;"CAD RESINAS EIRELI";SAO PAULO;2023;dentro;"Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira"
55090971;"CAFEALCOOL AGROINDUSTRIAL LTDA - EM RECUPERAÇAO JUDICIAL";SAO PAULO;2025;dentro;"Produção de álcool etílico, metanol e similares | Fabricação de combustíveis não derivados de petróleo"
29149966;"CAMA INBOX INDUSTRIA E COMERCIO DE MOVEIS LTDA";PARANA;2024;dentro;"Fabricação de resinas e de fibras e fios artificiais e sintéticos e de borracha e  látex sintéticos"
07061124;"CAMAQUÃ DISTRIBUIDORA DE GENEROS ALIMENTICIOS LTDA";RIO GRANDE DO SUL;2023;dentro;"Fabricação de combustíveis não derivados de petróleo"
09022388;"CAMBUI AÇUCAR E ALCOOL LTDA";GOIAS;2025;dentro;"Produção de álcool etílico, metanol e similares"
20058453;"CANEX BIOENERGIA LTDA";RIO GRANDE DO SUL;2025;dentro;"Produção de álcool etílico, metanol e similares"
34517663;"CAPTOLEO CAPTACAO DE OLEO LTDA";SAO PAULO;2023;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
03828695;"CARBO GAS LTDA";PERNAMBUCO;2022;dentro;"Produção de substâncias e fabricação de produtos químicos"
27293143;"CARBO60 INDÚSTRIA E COMÉRCIO DE PRODUTOS QUÍMICOS LTDA ME";SAO PAULO;2025;dentro;"Fabricação de sabões, detergentes e velas | Produção de substâncias e fabricação de produtos químicos"
02640179;"CARBONOS BRASILEIROS LTDA.";SANTA CATARINA;2025;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira | fabricação de produtos derivados do processamento de petróleo - Resolução CONAMA nº 362/205"
57886974;"CARE BIOCHAR BRASIL LTDA.";MINAS GERAIS;2025;dentro;"Fabricação de fertilizantes e agroquímicos"
05583876;"CARNAUBA DO BRASIL LTDA";CEARA;2025;dentro;"Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira"
01532214;"CARPIM COMERCIO E IND.LTDA ME";ESPIRITO SANTO;2024;dentro;"Fabricação de combustíveis não derivados de petróleo"
52420968;"CARVALHO E FREITAS FERTILIZANTES AGRÍCOLAS LTDA";SAO PAULO;2024;dentro;"Fabricação de fertilizantes e agroquímicos"
01341906;"CARVÃO BEIRA RIO";RIO GRANDE DO SUL;2024;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira | Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira"
61120566;"CARVÃO BOQUEIRÃO LTDA";RIO GRANDE DO SUL;2025;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
36753413;"CARVAO CALIFORNIA LTDA";TOCANTINS;2023;dentro;"Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira"
24517386;"CARVÃO LOURENÇO LTDA-ME";PARANA;2023;dentro;"Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira"
44594895;"CARVOARIA SANTO ANTONIO LTDA";PARANA;2023;dentro;"Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira"
48563101;"CASA CALMA LTDA";SAO PAULO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
06218782;"CASA DO ASFALTO DISTR. IND. E COMERCIO DE ASFALTO LTDA.";PARANA;2025;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
33109356;"CASA GRANADO LABORATORIOS FARMACIAS E DROGARIAS S.A";RIO DE JANEIRO;2025;dentro;"Fabricação de sabões, detergentes e velas | Fabricação de perfumarias e cosméticos | Fabricação de produtos farmacêuticos e veterinários"
37848595;"CBB - COMPANHIA BIOENERGÉTICA BRASILEIRA";GOIAS;2024;dentro;"Produção de álcool etílico, metanol e similares"
82381815;"CBB IND.E COM.DE ASFALTOS E ENGENHARIA LTDA";PARANA;2025;dentro;"Fabricação de produtos derivados do processamento de petróleo, de rochas betuminosas e da madeira"
40367856;"CCD COSMETICA CIETIF DERM COM E IND LTDA";RIO DE JANEIRO;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
02722329;"CECLEAN INDUSTRIA E COMÉRCIO LTDA ME";SAO PAULO;2023;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
46273637;"CECON - CENTRO DE CONTROLE E PRODUTOS P/DIAGNÓSTICOS LTDA";SAO PAULO;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
03935576;"CEDRO QUIMICA LTDA - EPP";SANTA CATARINA;2025;dentro;"Fabricação de sabões, detergentes e velas"
12718011;"CENTRAL ACUCAREIRA SANTO ANTONIO S/A";ALAGOAS;2024;dentro;"Produção de álcool etílico, metanol e similares"
45765914;"CENTRAL ENERGETICA MORENO ACUCAR E ALCOOL LTDA";SAO PAULO;2025;dentro;"Produção de álcool etílico, metanol e similares | Fabricação de combustíveis não derivados de petróleo"
04171382;"CENTRAL ENERGETICA MORENO DE MONTE APRAZIVEL AÇÚCAR E ÁLCOOL LTDA.";SAO PAULO;2025;dentro;"Produção de álcool etílico, metanol e similares | Fabricação de combustíveis não derivados de petróleo"
07130855;"CENTRAL ENERGÉTICA MORRINHOS S/A";GOIAS;2025;dentro;"Fabricação de combustíveis não derivados de petróleo | Produção de álcool etílico, metanol e similares"
02896264;"CENTROALCOOL S/A";GOIAS;2025;dentro;"Produção de álcool etílico, metanol e similares"
00185688;"CERASMEL RELUMAY BENEFICIAMENTO INDÚSTRIA E COMÉRCIO DE CERAS LTDA ME";SAO PAULO;2025;dentro;"Produção de óleos, gorduras, ceras, vegetais e animais, óleos essenciais, vegetais e produtos similares, da destilação da madeira | Fabricação de perfumarias e cosméticos"
53653242;"CERBA DESTILARIA DE ÁLCOOL LTDA.";SAO PAULO;2025;dentro;"Produção de álcool etílico, metanol e similares"
07825834;"CEREALE BRASIL AGROINDUSTRIAL LTDA";SAO PAULO;2025;dentro;"Produção de álcool etílico, metanol e similares | Fabricação de combustíveis não derivados de petróleo"
07086487;"CEVA VETERINÁRIA S/A";MINAS GERAIS;2025;dentro;"Fabricação de produtos farmacêuticos e veterinários | Produção de substâncias e fabricação de produtos químicos"
13983109;"CHEIROS DO VALE LTDA";SANTA CATARINA;2024;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
09069184;"CHEM4U INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS E PRODUTOS QUÍMICOS LTDA.";SAO PAULO;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais | Produção de substâncias e fabricação de produtos químicos"
80816143;"CHEMSYSTEM QUÍMICA PREVENTIVA LTDA";PARANA;2024;dentro;"Produção de substâncias e fabricação de produtos químicos"
61363032;"CHIESI FARMACÊUTICA LTDA";SAO PAULO;2025;dentro;"Fabricação de produtos farmacêuticos e veterinários | Produção de substâncias e fabricação de produtos químicos"
43282374;"CHLORUM GUAIBA INDUSTRIA E COMERCIO DE CLORO E ALCALIS LTDA";RIO GRANDE DO SUL;2025;dentro;"Produção de substâncias e fabricação de produtos químicos"
10620397;"CHRISPIN PINTOR TINTAS COMÉRCIO E SERVIÇOS LTDA.";SAO PAULO;2023;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
11470361;"CIN 3A INDÚSTRIA E COMÉRCIO LTDA";GOIAS;2024;dentro;"Fabricação de sabões, detergentes e velas"
18933677;"CITOL INDUSTRIA DE TRATAMENTO DE OLEO S.A.";SAO PAULO;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
10368907;"CLAREZA - PRODUTOS DE LIMPEZA LTDA";SANTA CATARINA;2024;dentro;"Fabricação de sabões, detergentes e velas"
10867842;"CLARIM QUIMICA LTDA - ME";PARANA;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
83778274;"CLICHERIA BLUMENAU LTDA";SANTA CATARINA;2025;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
01298012;"CLORO ARACRUZ FABRICACAO DE PRODUTOS LTDA";ESPIRITO SANTO;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
44373108;"COCAL COMERCIO INDUSTRIA CANNA ACUCAR E ALCOOL";SAO PAULO;2025;dentro;"Fabricação de combustíveis não derivados de petróleo"
61806505;"COCAL PASSA TEMPO AGROINDUSTRIAL S.A";MATO GROSSO DO SUL;2025;dentro;"Produção de álcool etílico, metanol e similares"
61806722;"COCAL RIO BRILHANTE AGROINDUSTRIAL S.A.";MATO GROSSO DO SUL;2025;dentro;"Produção de álcool etílico, metanol e similares"
02213491;"COCAMAR MAQUINAS GRICOLAS LTDA";PARANA;2025;dentro;"Fabricação de combustíveis não derivados de petróleo"
16583494;"COIMBRA INDUSTRIAL E MERCANTIL LTDA";MINAS GERAIS;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
34595930;"COLA PAULISTA EIRELI";SAO PAULO;2023;dentro;"Produção de substâncias e fabricação de produtos químicos"
17238252;"COLET AMBIENTAL - COLETA E COMERCIO DE OLEO USADO LTDA";PARANA;2023;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
61956983;"COLLOR QUIMICA LTDA-ME";SAO PAULO;2022;dentro;"Fabricação de tintas, esmaltes, lacas, vernizes, impermeabilizantes, solventes e secantes"
59243733;"COMANCHE BIOCOMBUSTÍVEIS DE SANTA ANITA LTDA";SAO PAULO;2025;dentro;"Fabricação de combustíveis não derivados de petróleo"
03908575;"COMERCIAL JC INDUSTRIA E COMERCIO DE PRODUTOS DE LIMPEZA LTDA";MINAS GERAIS;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas"
25031710;"COMERCIAL PARISOUZA DE CEREAIS E TRANSBORDO LTDA";PARANA;2023;dentro;"Recuperação e refino de solventes, óleos minerais, vegetais e animais"
04641081;"COMERCIAL SIMOURA LTDA";MINAS GERAIS;2025;dentro;"Fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas | fabricação de preparados para limpeza e polimento, desinfetantes, inseticidas, germicidas e fungicidas - saneantes de uso domissanitários"
